Shipment_ID,Country,City,Warehouse,Transport_Mode,Distance_km,Delivery_Time_days,Expected_Delivery_days,Delay_days,Shipping_Cost,Order_Value,Order_Date,Delivery_Date
SHP-102779,Kenya,Mombasa,WH-Central-1,Truck,1150,4,2,2,679.48,3843.78,2024-09-02,2024-09-06
SHP-102780,Nigeria,Abuja,WH-East-1,Rail,696,1,1,0,820.55,2116.98,2023-06-04,2023-06-05
SHP-102781,Nigeria,Kano,WH-West-1,Truck,112,1,1,0,50.27,4987.53,2024-01-01,2024-01-02
SHP-102782,Ethiopia,Mekelle,WH-East-1,Sea,59,1,1,0,67.29,1596.75,2023-11-02,2023-11-03
SHP-102783,Ethiopia,Mekelle,WH-West-1,Truck,553,1,1,0,528.07,2151.61,2024-07-01,2024-07-02
SHP-102784,Rwanda,Kigali,WH-Central-1,Truck,540,2,1,1,535.51,472.55,2024-05-26,2024-05-28
SHP-102785,Nigeria,Lagos,WH-West-1,Truck,1570,4,3,1,1231.58,3286.12,2024-07-09,2024-07-13
SHP-102786,Tanzania,Dar es Salaam,WH-Central-1,Truck,1019,3,2,1,1158.68,1394.39,2023-06-17,2023-06-20
SHP-102787,Tanzania,Dodoma,WH-Central-1,Truck,1525,5,3,2,1162.08,3129.86,2024-07-29,2024-08-03
SHP-102788,Rwanda,Kigali,WH-West-1,Truck,1124,2,2,0,770.89,1812.83,2023-12-16,2023-12-18
SHP-102789,Uganda,Gulu,WH-West-1,Air,1324,3,3,0,1292.95,1625.2,2023-03-09,2023-03-12
SHP-102790,Kenya,Nairobi,WH-West-1,Truck,1024,3,2,1,1104.19,4877.89,2024-10-31,2024-11-03
SHP-102791,Nigeria,Abuja,WH-West-1,Truck,1414,3,3,0,1437.96,736.19,2023-10-15,2023-10-18
SHP-102792,Ethiopia,Mekelle,WH-East-2,Truck,1127,3,2,1,653.09,1905.12,2024-11-14,2024-11-17
SHP-102793,Ethiopia,Mekelle,WH-Central-1,Truck,983,3,2,1,1075.31,1836.02,2024-04-07,2024-04-10
SHP-102794,Cameroon,Yaounde,WH-West-1,Truck,205,2,1,1,93.32,653.96,2023-08-28,2023-08-30
SHP-102795,Cameroon,Douala,WH-East-1,Air,739,1,1,0,859.02,3817.08,2023-05-06,2023-05-07
SHP-102796,Kenya,Kisumu,WH-East-1,Truck,836,3,2,1,556.6,2977.26,2023-06-18,2023-06-21
SHP-102797,Rwanda,Huye,WH-West-1,Truck,776,2,1,1,747.36,2900.05,2024-02-25,2024-02-27
SHP-102798,Uganda,Kampala,WH-East-2,Truck,581,2,1,1,243.2,1406.31,2023-03-26,2023-03-28
SHP-102799,Uganda,Entebbe,WH-East-1,Truck,824,2,2,0,521.98,4270.76,2024-11-29,2024-12-01
SHP-102800,Uganda,Entebbe,WH-West-1,Truck,224,2,1,1,146.8,1560.12,2024-08-25,2024-08-27
SHP-102801,Kenya,Kisumu,WH-East-1,Sea,393,2,1,1,229.48,2697.39,2023-10-14,2023-10-16
SHP-102802,Uganda,Gulu,WH-East-2,Truck,801,3,2,1,704.65,4308.23,2023-10-14,2023-10-17
SHP-102803,Rwanda,Huye,WH-Central-1,Sea,1128,3,2,1,1270.45,4669.46,2023-02-06,2023-02-09
SHP-102804,Uganda,Kampala,WH-West-1,Truck,1451,5,3,2,1080.5,2615.89,2024-06-14,2024-06-19
SHP-102805,Uganda,Kampala,WH-East-2,Sea,423,2,1,1,247.97,1710.42,2024-07-31,2024-08-02
SHP-102806,Kenya,Kisumu,WH-East-2,Truck,806,2,2,0,808.92,4233.12,2024-11-16,2024-11-18
SHP-102807,Rwanda,Musanze,WH-West-1,Truck,395,2,1,1,246.63,2260.59,2023-05-05,2023-05-07
SHP-102808,Nigeria,Abuja,WH-West-1,Sea,1530,4,3,1,1392.72,2805.9,2023-11-28,2023-12-02
SHP-102809,Kenya,Nairobi,WH-East-2,Rail,52,2,1,1,57.74,3237.58,2024-05-20,2024-05-22
SHP-102810,Nigeria,Kano,WH-West-1,Truck,1580,4,3,1,754.52,4008.93,2023-10-26,2023-10-30
SHP-102811,Cameroon,Douala,WH-East-1,Truck,807,2,2,0,720.58,4112.0,2023-11-13,2023-11-15
SHP-102812,Tanzania,Arusha,WH-East-1,Truck,1017,3,2,1,625.01,336.52,2024-09-05,2024-09-08
SHP-102813,Cameroon,Yaounde,WH-West-1,Truck,821,3,2,1,788.72,4558.46,2023-03-06,2023-03-09
SHP-102814,Cameroon,Yaounde,WH-East-2,Rail,1389,4,3,1,1593.34,701.72,2024-05-25,2024-05-29
SHP-102815,Rwanda,Huye,WH-Central-1,Sea,783,2,1,1,691.86,2490.14,2023-01-03,2023-01-05
SHP-102816,Tanzania,Dar es Salaam,WH-East-2,Truck,888,3,2,1,974.21,3281.06,2023-09-16,2023-09-19
SHP-102817,Uganda,Gulu,WH-West-1,Truck,251,2,1,1,285.62,2583.01,2024-05-28,2024-05-30
SHP-102818,Nigeria,Lagos,WH-West-1,Truck,797,1,1,0,610.33,3567.69,2024-01-02,2024-01-03
SHP-102819,Cameroon,Bafoussam,WH-West-1,Rail,1103,3,2,1,1046.32,2031.18,2023-03-31,2023-04-03
SHP-102820,Ethiopia,Mekelle,WH-East-2,Truck,1490,3,3,0,1001.05,3293.26,2023-01-20,2023-01-23
SHP-102821,Cameroon,Bafoussam,WH-East-2,Truck,963,2,2,0,952.07,3299.07,2024-11-10,2024-11-12
SHP-102822,Nigeria,Kano,WH-Central-1,Truck,799,2,1,1,398.02,3006.57,2024-09-30,2024-10-02
SHP-102823,Uganda,Kampala,WH-West-1,Rail,931,3,2,1,960.77,2595.15,2023-03-09,2023-03-12
SHP-102824,Rwanda,Musanze,WH-West-1,Truck,1155,3,2,1,1304.87,2062.97,2023-12-27,2023-12-30
SHP-102825,Cameroon,Douala,WH-West-1,Sea,1261,4,3,1,638.67,4000.86,2023-10-31,2023-11-04
SHP-102826,Nigeria,Lagos,WH-West-1,Truck,475,3,1,2,427.4,4389.05,2023-11-16,2023-11-19
SHP-102827,Ethiopia,Addis Ababa,WH-East-1,Truck,376,2,1,1,361.11,349.51,2024-09-15,2024-09-17
SHP-102828,Kenya,Mombasa,WH-East-2,Truck,598,2,1,1,591.53,947.76,2023-07-08,2023-07-10
SHP-102829,Kenya,Mombasa,WH-East-2,Sea,1525,3,3,0,1499.2,240.82,2023-06-04,2023-06-07
SHP-102830,Cameroon,Bafoussam,WH-East-1,Truck,50,2,1,1,58.57,3739.3,2024-08-03,2024-08-05
SHP-102831,Tanzania,Dar es Salaam,WH-Central-1,Rail,1187,2,2,0,1066.94,3685.88,2023-01-28,2023-01-30
SHP-102832,Ethiopia,Addis Ababa,WH-West-1,Truck,1905,5,4,1,1920.65,2966.85,2024-08-06,2024-08-11
SHP-102833,Uganda,Gulu,WH-West-1,Truck,933,3,2,1,522.1,4404.9,2024-05-08,2024-05-11
SHP-102834,Nigeria,Kano,WH-West-1,Truck,598,1,1,0,478.01,3096.04,2024-11-03,2024-11-04
SHP-102835,Nigeria,Abuja,WH-East-1,Sea,50,3,1,2,49.22,3425.78,2023-11-28,2023-12-01
SHP-102836,Uganda,Gulu,WH-Central-1,Truck,989,3,2,1,1097.3,1269.63,2024-11-23,2024-11-26
SHP-102837,Ethiopia,Addis Ababa,WH-West-1,Truck,1249,4,3,1,974.26,4476.37,2024-03-27,2024-03-31
SHP-102838,Nigeria,Kano,WH-West-1,Truck,464,2,1,1,221.15,2926.62,2023-07-16,2023-07-18
SHP-102839,Cameroon,Bafoussam,WH-East-1,Sea,1416,2,3,-1,1477.86,2976.18,2023-01-27,2023-01-29
SHP-102840,Nigeria,Lagos,WH-East-1,Truck,866,2,2,0,359.53,2208.41,2023-08-06,2023-08-08
SHP-102841,Ethiopia,Dire Dawa,WH-East-1,Truck,1171,2,2,0,1346.43,2685.04,2023-11-27,2023-11-29
SHP-102842,Nigeria,Kano,WH-East-1,Truck,1173,2,2,0,1330.3,4743.66,2023-04-28,2023-04-30
SHP-102843,Ethiopia,Mekelle,WH-East-1,Air,536,1,1,0,519.12,3089.24,2024-11-10,2024-11-11
SHP-102844,Nigeria,Abuja,WH-East-2,Truck,507,3,1,2,596.82,3168.3,2023-09-24,2023-09-27
SHP-102845,Uganda,Entebbe,WH-West-1,Truck,1384,4,3,1,1376.14,2595.4,2024-06-29,2024-07-03
SHP-102846,Nigeria,Abuja,WH-East-1,Truck,1035,3,2,1,703.05,1362.95,2024-04-15,2024-04-18
SHP-102847,Nigeria,Abuja,WH-West-1,Sea,50,3,1,2,35.01,2925.91,2023-11-11,2023-11-14
SHP-102848,Cameroon,Bafoussam,WH-West-1,Truck,626,2,1,1,416.35,3404.0,2024-10-18,2024-10-20
SHP-102849,Tanzania,Dar es Salaam,WH-Central-1,Truck,1215,3,3,0,1332.32,1881.45,2023-10-24,2023-10-27
SHP-102850,Cameroon,Yaounde,WH-Central-1,Rail,1142,3,2,1,600.61,1682.44,2024-05-07,2024-05-10
SHP-102851,Nigeria,Abuja,WH-East-2,Truck,392,1,1,0,235.91,2404.21,2023-03-18,2023-03-19
SHP-102852,Uganda,Kampala,WH-East-1,Truck,1129,3,2,1,505.8,3179.48,2024-02-11,2024-02-14
SHP-102853,Nigeria,Abuja,WH-Central-1,Truck,381,2,1,1,176.41,1405.88,2024-05-20,2024-05-22
SHP-102854,Ethiopia,Dire Dawa,WH-East-2,Truck,936,2,2,0,495.57,2282.06,2024-06-24,2024-06-26
SHP-102855,Uganda,Kampala,WH-West-1,Rail,1435,3,3,0,658.88,2507.29,2023-07-28,2023-07-31
SHP-102856,Nigeria,Kano,WH-West-1,Truck,1613,4,4,0,1066.23,3388.65,2024-06-19,2024-06-23
SHP-102857,Cameroon,Yaounde,WH-East-2,Truck,1381,3,3,0,637.01,3009.07,2024-07-28,2024-07-31
SHP-102858,Tanzania,Dodoma,WH-East-2,Truck,400,1,1,0,365.82,3091.36,2024-03-31,2024-04-01
SHP-102859,Rwanda,Musanze,WH-East-2,Truck,678,1,1,0,280.8,3246.77,2024-04-10,2024-04-11
SHP-102860,Cameroon,Bafoussam,WH-West-1,Rail,1115,3,2,1,826.53,3223.25,2023-01-25,2023-01-28
SHP-102861,Cameroon,Yaounde,WH-East-2,Sea,868,2,2,0,465.22,1383.16,2023-10-29,2023-10-31
SHP-102862,Kenya,Nairobi,WH-East-1,Truck,1256,3,3,0,1074.86,3301.92,2024-01-26,2024-01-29
SHP-102863,Rwanda,Musanze,WH-East-2,Truck,974,3,2,1,982.25,4137.44,2023-05-14,2023-05-17
SHP-102864,Cameroon,Bafoussam,WH-East-1,Truck,526,1,1,0,321.81,3590.66,2024-08-21,2024-08-22
SHP-102865,Rwanda,Musanze,WH-East-2,Sea,730,3,1,2,767.36,2476.36,2024-08-24,2024-08-27
SHP-102866,Cameroon,Bafoussam,WH-Central-1,Truck,694,1,1,0,623.55,569.99,2023-02-01,2023-02-02
SHP-102867,Cameroon,Douala,WH-Central-1,Truck,720,2,1,1,755.12,2608.74,2024-05-03,2024-05-05
SHP-102868,Nigeria,Lagos,WH-West-1,Air,275,1,1,0,182.45,1227.62,2024-10-15,2024-10-16
SHP-102869,Cameroon,Douala,WH-Central-1,Truck,495,2,1,1,280.57,3039.51,2024-05-04,2024-05-06
SHP-102870,Kenya,Kisumu,WH-East-1,Truck,1422,4,3,1,683.46,4259.39,2024-03-28,2024-04-01
SHP-102871,Ethiopia,Addis Ababa,WH-East-1,Truck,731,2,1,1,484.58,2503.14,2024-08-29,2024-08-31
SHP-102872,Ethiopia,Addis Ababa,WH-East-1,Truck,730,2,1,1,818.92,3799.21,2024-10-08,2024-10-10
SHP-102873,Tanzania,Dar es Salaam,WH-East-1,Truck,909,2,2,0,805.2,4647.01,2023-09-26,2023-09-28
SHP-102874,Nigeria,Abuja,WH-East-2,Truck,1538,3,3,0,746.16,2546.73,2023-11-06,2023-11-09
SHP-102875,Uganda,Kampala,WH-West-1,Truck,484,1,1,0,453.39,3680.45,2024-06-11,2024-06-12
SHP-102876,Cameroon,Douala,WH-East-2,Air,859,2,2,0,616.17,556.29,2024-06-07,2024-06-09
SHP-102877,Uganda,Gulu,WH-West-1,Rail,951,2,2,0,923.03,1972.49,2024-01-19,2024-01-21
SHP-102878,Kenya,Mombasa,WH-East-1,Sea,496,2,1,1,517.26,2328.36,2023-12-10,2023-12-12
SHP-102879,Cameroon,Bafoussam,WH-East-1,Truck,1578,3,3,0,667.65,2297.46,2024-02-24,2024-02-27
SHP-102880,Tanzania,Arusha,WH-West-1,Sea,923,3,2,1,1007.59,3798.11,2023-03-26,2023-03-29
SHP-102881,Ethiopia,Mekelle,WH-East-1,Truck,1135,1,2,-1,875.44,489.43,2023-07-12,2023-07-13
SHP-102882,Cameroon,Yaounde,WH-East-1,Truck,1054,3,2,1,1058.11,2861.05,2024-10-18,2024-10-21
SHP-102883,Rwanda,Musanze,WH-East-1,Truck,938,3,2,1,1057.44,4539.87,2024-08-04,2024-08-07
SHP-102884,Nigeria,Lagos,WH-East-2,Rail,445,1,1,0,379.28,3098.52,2024-10-17,2024-10-18
SHP-102885,Rwanda,Kigali,WH-East-1,Truck,270,2,1,1,164.95,1207.41,2024-10-10,2024-10-12
SHP-102886,Kenya,Nairobi,WH-East-2,Truck,1330,4,3,1,1015.81,2385.76,2024-01-12,2024-01-16
SHP-102887,Uganda,Kampala,WH-East-1,Truck,959,3,2,1,810.4,3209.25,2023-02-18,2023-02-21
SHP-102888,Ethiopia,Mekelle,WH-Central-1,Truck,990,2,2,0,1166.09,908.65,2023-10-04,2023-10-06
SHP-102889,Nigeria,Abuja,WH-West-1,Truck,945,2,2,0,1119.17,3914.26,2024-01-02,2024-01-04
SHP-102890,Uganda,Kampala,WH-Central-1,Truck,1537,2,3,-1,1782.83,1565.09,2023-02-26,2023-02-28
SHP-102891,Cameroon,Bafoussam,WH-Central-1,Sea,1347,4,3,1,1524.83,2366.39,2024-09-20,2024-09-24
SHP-102892,Rwanda,Musanze,WH-Central-1,Truck,555,1,1,0,416.12,3554.88,2023-10-12,2023-10-13
SHP-102893,Kenya,Kisumu,WH-West-1,Truck,1035,3,2,1,921.28,4615.43,2023-03-19,2023-03-22
SHP-102894,Uganda,Gulu,WH-Central-1,Rail,1526,3,3,0,1411.95,1794.43,2023-12-28,2023-12-31
SHP-102895,Ethiopia,Addis Ababa,WH-West-1,Truck,779,3,1,2,395.1,1750.03,2023-10-03,2023-10-06
SHP-102896,Ethiopia,Dire Dawa,WH-Central-1,Rail,841,2,2,0,1008.8,864.63,2023-10-24,2023-10-26
SHP-102897,Nigeria,Lagos,WH-West-1,Truck,504,1,1,0,567.44,1066.19,2023-01-29,2023-01-30
SHP-102898,Rwanda,Musanze,WH-Central-1,Truck,191,2,1,1,132.05,1023.56,2024-02-20,2024-02-22
SHP-102899,Tanzania,Dodoma,WH-Central-1,Truck,1484,3,3,0,1075.5,4620.14,2023-02-26,2023-03-01
SHP-102900,Rwanda,Kigali,WH-Central-1,Truck,695,3,1,2,765.98,582.9,2024-01-23,2024-01-26
SHP-102901,Kenya,Mombasa,WH-East-2,Truck,594,1,1,0,570.22,4300.45,2023-03-03,2023-03-04
SHP-102902,Cameroon,Yaounde,WH-Central-1,Truck,1015,2,2,0,659.4,4008.13,2023-12-08,2023-12-10
SHP-102903,Tanzania,Dar es Salaam,WH-East-1,Truck,1140,3,2,1,1200.42,952.53,2024-11-15,2024-11-18
SHP-102904,Rwanda,Musanze,WH-Central-1,Truck,924,2,2,0,783.74,1102.46,2023-12-07,2023-12-09
SHP-102905,Ethiopia,Dire Dawa,WH-East-2,Truck,871,3,2,1,479.74,1427.08,2024-01-09,2024-01-12
SHP-102906,Uganda,Gulu,WH-East-2,Truck,1034,2,2,0,970.05,257.62,2023-02-11,2023-02-13
SHP-102907,Rwanda,Musanze,WH-Central-1,Air,629,2,1,1,725.38,3171.73,2024-05-22,2024-05-24
SHP-102908,Nigeria,Kano,WH-East-1,Truck,1163,2,2,0,1249.56,2014.08,2024-08-05,2024-08-07
SHP-102909,Cameroon,Yaounde,WH-West-1,Truck,622,2,1,1,275.77,3506.78,2024-03-10,2024-03-12
SHP-102910,Tanzania,Dar es Salaam,WH-East-2,Truck,280,1,1,0,116.19,4726.16,2023-08-19,2023-08-20
SHP-102911,Uganda,Gulu,WH-East-1,Sea,280,3,1,2,151.48,2593.57,2024-10-04,2024-10-07
SHP-102912,Uganda,Kampala,WH-East-1,Truck,255,2,1,1,226.4,2712.39,2024-07-02,2024-07-04
SHP-102913,Ethiopia,Dire Dawa,WH-West-1,Truck,934,1,2,-1,767.74,2850.92,2023-03-04,2023-03-05
SHP-102914,Rwanda,Huye,WH-East-1,Truck,1377,5,3,2,701.42,3452.47,2023-02-11,2023-02-16
SHP-102915,Nigeria,Kano,WH-East-1,Sea,368,3,1,2,403.46,3604.49,2023-12-30,2024-01-02
SHP-102916,Tanzania,Dar es Salaam,WH-West-1,Truck,290,3,1,2,307.6,3327.34,2023-04-29,2023-05-02
SHP-102917,Ethiopia,Mekelle,WH-East-1,Truck,618,2,1,1,674.67,1727.97,2023-03-07,2023-03-09
SHP-102918,Rwanda,Kigali,WH-West-1,Truck,1332,3,3,0,1253.55,1957.52,2024-08-12,2024-08-15
SHP-102919,Nigeria,Abuja,WH-Central-1,Truck,591,1,1,0,619.67,733.6,2023-01-29,2023-01-30
SHP-102920,Nigeria,Abuja,WH-West-1,Truck,1352,3,3,0,1112.8,3133.54,2023-12-28,2023-12-31
SHP-102921,Nigeria,Abuja,WH-West-1,Truck,1043,3,2,1,1100.96,2176.53,2023-09-01,2023-09-04
SHP-102922,Uganda,Gulu,WH-West-1,Truck,772,2,1,1,640.87,4133.43,2023-09-22,2023-09-24
SHP-102923,Cameroon,Douala,WH-Central-1,Sea,909,3,2,1,1013.58,661.05,2023-10-16,2023-10-19
SHP-102924,Rwanda,Kigali,WH-East-2,Truck,1268,4,3,1,947.22,1842.96,2023-05-29,2023-06-02
SHP-102925,Rwanda,Kigali,WH-East-1,Sea,1410,4,3,1,731.82,4693.4,2023-09-03,2023-09-07
SHP-102926,Nigeria,Kano,WH-West-1,Truck,622,1,1,0,263.73,1660.62,2023-08-31,2023-09-01
SHP-102927,Rwanda,Kigali,WH-Central-1,Rail,50,2,1,1,29.41,3896.9,2023-01-14,2023-01-16
SHP-102928,Ethiopia,Addis Ababa,WH-East-1,Truck,678,2,1,1,290.93,1272.66,2024-03-07,2024-03-09
SHP-102929,Nigeria,Lagos,WH-East-1,Truck,661,1,1,0,593.48,2216.49,2024-09-05,2024-09-06
SHP-102930,Tanzania,Dar es Salaam,WH-Central-1,Truck,684,2,1,1,807.81,1729.08,2024-01-08,2024-01-10
SHP-102931,Ethiopia,Dire Dawa,WH-Central-1,Air,1183,2,2,0,1128.29,4131.09,2024-06-02,2024-06-04
SHP-102932,Kenya,Kisumu,WH-West-1,Truck,1294,3,3,0,750.33,292.71,2023-06-16,2023-06-19
SHP-102933,Tanzania,Dar es Salaam,WH-West-1,Truck,1093,3,2,1,1045.37,1526.63,2024-02-03,2024-02-06
SHP-102934,Cameroon,Douala,WH-East-2,Truck,1217,4,3,1,669.17,1922.59,2023-01-26,2023-01-30
SHP-102935,Cameroon,Yaounde,WH-Central-1,Truck,627,2,1,1,394.97,2933.88,2023-08-11,2023-08-13
SHP-102936,Cameroon,Yaounde,WH-East-2,Truck,1561,3,3,0,683.65,1356.91,2024-08-05,2024-08-08
SHP-102937,Nigeria,Abuja,WH-East-1,Truck,979,2,2,0,622.7,762.05,2023-06-30,2023-07-02
SHP-102938,Nigeria,Lagos,WH-East-2,Air,681,2,1,1,512.19,3602.74,2023-02-10,2023-02-12
SHP-102939,Rwanda,Huye,WH-East-1,Truck,910,3,2,1,877.08,1999.66,2023-04-03,2023-04-06
SHP-102940,Cameroon,Douala,WH-West-1,Rail,1173,2,2,0,1140.97,3299.49,2024-10-03,2024-10-05
SHP-102941,Kenya,Mombasa,WH-East-1,Truck,1111,2,2,0,577.28,2644.13,2024-10-11,2024-10-13
SHP-102942,Nigeria,Kano,WH-Central-1,Air,703,1,1,0,688.27,4130.33,2024-02-16,2024-02-17
SHP-102943,Tanzania,Dodoma,WH-West-1,Air,444,1,1,0,412.87,2346.34,2024-11-11,2024-11-12
SHP-102944,Nigeria,Kano,WH-East-1,Sea,730,2,1,1,611.67,345.79,2024-03-28,2024-03-30
SHP-102945,Kenya,Mombasa,WH-West-1,Sea,530,1,1,0,270.84,4293.07,2023-01-20,2023-01-21
SHP-102946,Nigeria,Kano,WH-East-2,Air,1821,4,4,0,1924.36,982.3,2024-06-30,2024-07-04
SHP-102947,Kenya,Nairobi,WH-Central-1,Truck,571,1,1,0,287.05,4554.49,2024-02-03,2024-02-04
SHP-102948,Cameroon,Yaounde,WH-East-1,Truck,917,3,2,1,443.23,850.96,2024-07-23,2024-07-26
SHP-102949,Rwanda,Musanze,WH-East-1,Truck,1350,5,3,2,779.98,3898.56,2024-05-01,2024-05-06
SHP-102950,Uganda,Kampala,WH-Central-1,Truck,338,1,1,0,271.45,2045.57,2023-04-23,2023-04-24
SHP-102951,Cameroon,Bafoussam,WH-West-1,Truck,800,3,2,1,592.05,4094.65,2024-10-05,2024-10-08
SHP-102952,Rwanda,Musanze,WH-East-1,Truck,1506,4,3,1,1317.51,4514.95,2023-05-19,2023-05-23
SHP-102953,Kenya,Nairobi,WH-West-1,Truck,1555,4,3,1,1420.21,4199.42,2024-05-05,2024-05-09
SHP-102954,Ethiopia,Dire Dawa,WH-East-1,Truck,964,3,2,1,633.66,1012.45,2023-07-25,2023-07-28
SHP-102955,Tanzania,Dar es Salaam,WH-East-1,Truck,535,2,1,1,565.14,2199.0,2024-05-26,2024-05-28
SHP-102956,Cameroon,Yaounde,WH-East-2,Truck,810,3,2,1,425.67,4295.18,2024-03-15,2024-03-18
SHP-102957,Uganda,Kampala,WH-Central-1,Truck,1393,4,3,1,753.9,645.74,2023-06-20,2023-06-24
SHP-102958,Uganda,Entebbe,WH-West-1,Truck,1257,4,3,1,1308.37,4589.95,2023-09-05,2023-09-09
SHP-102959,Rwanda,Musanze,WH-East-2,Sea,1053,2,2,0,1020.86,3277.58,2023-12-01,2023-12-03
SHP-102960,Kenya,Nairobi,WH-East-1,Rail,1342,4,3,1,714.54,4137.34,2024-07-16,2024-07-20
SHP-102961,Ethiopia,Dire Dawa,WH-East-2,Truck,977,2,2,0,1117.16,721.81,2023-12-30,2024-01-01
SHP-102962,Rwanda,Huye,WH-East-2,Rail,825,3,2,1,479.3,3254.3,2024-10-18,2024-10-21
SHP-102963,Cameroon,Bafoussam,WH-West-1,Truck,405,1,1,0,254.62,644.6,2023-12-16,2023-12-17
SHP-102964,Rwanda,Kigali,WH-Central-1,Truck,1302,4,3,1,898.35,1636.74,2024-03-20,2024-03-24
SHP-102965,Kenya,Nairobi,WH-Central-1,Truck,775,2,1,1,864.88,932.45,2023-05-15,2023-05-17
SHP-102966,Cameroon,Bafoussam,WH-Central-1,Air,772,1,1,0,664.44,3191.88,2024-07-29,2024-07-30
SHP-102967,Rwanda,Kigali,WH-West-1,Air,1400,4,3,1,709.12,1162.19,2024-04-27,2024-05-01
SHP-102968,Nigeria,Kano,WH-East-2,Truck,786,2,1,1,610.43,1098.72,2023-12-31,2024-01-02
SHP-102969,Cameroon,Douala,WH-East-2,Truck,1041,2,2,0,629.05,1041.57,2024-02-25,2024-02-27
SHP-102970,Uganda,Kampala,WH-East-1,Air,579,1,1,0,388.76,2708.17,2023-12-29,2023-12-30
SHP-102971,Uganda,Gulu,WH-East-1,Truck,898,3,2,1,554.26,2240.81,2023-05-26,2023-05-29
SHP-102972,Tanzania,Dar es Salaam,WH-East-2,Air,474,1,1,0,437.76,4771.5,2024-01-06,2024-01-07
SHP-102973,Nigeria,Lagos,WH-Central-1,Sea,1539,3,3,0,1787.75,3212.64,2023-09-24,2023-09-27
SHP-102974,Ethiopia,Addis Ababa,WH-West-1,Rail,635,1,1,0,486.17,4110.02,2023-08-06,2023-08-07
SHP-102975,Uganda,Kampala,WH-East-1,Rail,1001,3,2,1,573.36,4089.15,2023-07-18,2023-07-21
SHP-102976,Ethiopia,Mekelle,WH-Central-1,Rail,557,2,1,1,402.72,4747.28,2023-08-12,2023-08-14
SHP-102977,Ethiopia,Mekelle,WH-East-2,Air,50,1,1,0,56.96,4432.42,2023-07-21,2023-07-22
SHP-102978,Nigeria,Lagos,WH-East-1,Truck,1552,4,3,1,1065.89,2506.46,2024-09-25,2024-09-29
SHP-102979,Cameroon,Yaounde,WH-West-1,Truck,848,2,2,0,958.4,4994.88,2024-06-25,2024-06-27
SHP-102980,Tanzania,Dodoma,WH-Central-1,Air,786,1,1,0,616.75,4733.06,2023-01-17,2023-01-18
SHP-102981,Tanzania,Arusha,WH-West-1,Truck,1547,3,3,0,631.47,1569.62,2023-05-13,2023-05-16
SHP-102982,Tanzania,Arusha,WH-Central-1,Rail,1109,2,2,0,1082.89,1789.16,2024-02-27,2024-02-29
SHP-102983,Nigeria,Kano,WH-West-1,Truck,293,1,1,0,170.24,4142.54,2023-01-31,2023-02-01
SHP-102984,Cameroon,Bafoussam,WH-East-1,Truck,919,2,2,0,1068.35,2595.39,2024-06-16,2024-06-18
SHP-102985,Uganda,Kampala,WH-East-2,Truck,705,1,1,0,839.73,1299.32,2024-03-21,2024-03-22
SHP-102986,Rwanda,Kigali,WH-West-1,Truck,1269,3,3,0,576.04,1201.13,2024-08-24,2024-08-27
SHP-102987,Cameroon,Douala,WH-East-2,Sea,1262,3,3,0,880.95,874.69,2024-01-10,2024-01-13
SHP-102988,Uganda,Entebbe,WH-East-1,Sea,1482,3,3,0,868.2,346.04,2024-08-16,2024-08-19
SHP-102989,Cameroon,Bafoussam,WH-West-1,Sea,354,2,1,1,254.07,1487.71,2024-10-15,2024-10-17
SHP-102990,Ethiopia,Addis Ababa,WH-Central-1,Sea,1352,3,3,0,1189.3,2264.93,2023-01-05,2023-01-08
SHP-102991,Tanzania,Arusha,WH-West-1,Truck,1295,4,3,1,872.4,2491.35,2024-11-28,2024-12-02
SHP-102992,Tanzania,Arusha,WH-East-2,Truck,405,1,1,0,300.26,1090.62,2024-07-02,2024-07-03
SHP-102993,Ethiopia,Mekelle,WH-Central-1,Rail,748,1,1,0,735.09,2531.27,2023-04-03,2023-04-04
SHP-102994,Rwanda,Huye,WH-West-1,Truck,1020,2,2,0,635.49,1526.87,2024-08-06,2024-08-08
SHP-102995,Nigeria,Abuja,WH-Central-1,Truck,898,3,2,1,461.48,4756.36,2024-11-21,2024-11-24
SHP-102996,Rwanda,Huye,WH-East-2,Truck,1193,2,2,0,1339.0,813.17,2023-05-24,2023-05-26
SHP-102997,Kenya,Kisumu,WH-Central-1,Truck,822,4,2,2,718.05,661.76,2023-12-01,2023-12-05
SHP-102998,Cameroon,Douala,WH-Central-1,Truck,148,2,1,1,105.35,2678.5,2023-01-08,2023-01-10
SHP-102999,Rwanda,Huye,WH-East-1,Truck,998,2,2,0,407.81,943.19,2024-11-20,2024-11-22
SHP-103000,Kenya,Mombasa,WH-East-1,Truck,619,2,1,1,353.44,2692.69,2023-04-09,2023-04-11
SHP-103001,Tanzania,Dar es Salaam,WH-West-1,Truck,676,3,1,2,434.0,1353.73,2024-02-28,2024-03-02
SHP-103002,Nigeria,Lagos,WH-East-1,Truck,1611,5,4,1,1238.62,1785.41,2024-07-04,2024-07-09
SHP-103003,Tanzania,Arusha,WH-East-2,Sea,321,2,1,1,147.45,1998.66,2023-08-23,2023-08-25
SHP-103004,Cameroon,Yaounde,WH-East-2,Sea,1094,2,2,0,625.58,1488.07,2023-12-24,2023-12-26
SHP-103005,Kenya,Mombasa,WH-East-1,Truck,846,2,2,0,385.99,4470.61,2023-05-20,2023-05-22
